# phrase	weight	tags
楊蒂敏	-2.4	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=5,signal_30=5,windows_14=48h+7d,max_traffic=50000
楠梓電	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
機捷	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=200
正達	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=14,signal_30=14,windows_14=48h+7d,max_traffic=2000
江青霞	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=10000
汶汶	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=100000,derived_from=兄弟啦啦隊汶汶
沃齊尼亞	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=100
洪三雄	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=500
海鯤號	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=17,signal_30=17,windows_14=24h+48h+7d,max_traffic=2000,derived_from=海鯤號潛艦
淡江大橋	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-27,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=200
游霆崴	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=200
漢磊	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
漢翔	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
潘健成	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
王國材	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=100
王定宇	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-25,last_seen=2026-06-29,seen_days_30=5,signal_14=18,signal_30=18,windows_14=24h+48h+7d,max_traffic=10000
王欣瑜	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=100
王翾祐	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
王耿豪	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
王苡丞	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=100
班鐵翔	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=5000
環狀線	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-25,last_seen=2026-06-29,seen_days_30=5,signal_14=18,signal_30=18,windows_14=24h+48h+7d,max_traffic=100
田中碧	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=500
百容	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=100
皇昌	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
盟立	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
真愛留聲	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=500
矽統	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
磊晶	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
禾伸堂	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
秦慧珠	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
立威廉	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=500
立隆電	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
童子瑋	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=1000
簡士淵	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=2,signal_14=8,signal_30=8,windows_14=48h+7d,max_traffic=5000
精材	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
緯穎	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
羊文學	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=10000
美輪明宏	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=10000
翁虹	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=200
聯茂	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=13,signal_30=13,windows_14=24h+48h+7d,max_traffic=2000
聯詠	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
聯鈞	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
自由座	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=5000
芒狗	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=200
苗金鳳	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=1000
茂矽	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=500
范姜彥豐	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-25,last_seen=2026-06-29,seen_days_30=5,signal_14=18,signal_30=18,windows_14=24h+48h+7d,max_traffic=500
范怡文	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=10000
荷蘭病	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=500
莫離	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=500
華紙	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
華邦電	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-27,seen_days_30=2,signal_14=8,signal_30=8,windows_14=48h+7d,max_traffic=10000
葛斯齊	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=1000
蔡宜芳	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
蔡尚樺	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
蔡晉財	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=500
蔡秋鳳	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=18,signal_30=18,windows_14=24h+48h+7d,max_traffic=1000
蔣尚義	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-27,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=500
蕭予瑄	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
蘇小軒	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=100
蘇晏霈	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=2000
袁昶平	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=14,signal_30=14,windows_14=48h+7d,max_traffic=500
裘德	-2.4	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=5,signal_30=5,windows_14=48h+7d,max_traffic=2000
許雅鈞	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=20000
許鵬	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=500
謝典霖	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=5000
謝盈萱	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=8,signal_30=8,windows_14=48h+7d,max_traffic=100
謝金河	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=50000
費半	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=20000
賴瑞隆	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=20000
賴謙凡	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=19,signal_30=19,windows_14=24h+48h+7d,max_traffic=2000
趙露思	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
辛龍	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-25,last_seen=2026-06-29,seen_days_30=5,signal_14=18,signal_30=18,windows_14=24h+48h+7d,max_traffic=100
邊荷律	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=200
邱于珊	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
邱黨	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=200
郭明鑑	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=14,signal_30=14,windows_14=48h+7d,max_traffic=50000
鄭在玹	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=8,signal_30=8,windows_14=48h+7d,max_traffic=2000
鄭宗哲	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=5000
金像電	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=2000
鈴木愛理	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=200
鍾欣怡	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
鎌田大地	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=1000
長鑫存儲	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=500
阮慕驊	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=5000
陳之漢	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=10000
陳以諾	-2.4	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=5,signal_30=5,windows_14=48h+7d,max_traffic=2000
陳佩琪	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=5000
陳其邁	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=200
陳培哲	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=2000
陳星翰	-2.4	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=5,signal_30=5,windows_14=48h+7d,max_traffic=10000
陳昱勛	-2.4	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=5,signal_30=5,windows_14=48h+7d,max_traffic=100
陳柏旭	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-27,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=1000
陳淑萍	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=10000
陳琥	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-29,seen_days_30=2,signal_14=11,signal_30=11,windows_14=24h+48h+7d,max_traffic=2000
陳瑩	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=20000
陳美鳳	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=1000
陳重銘	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=2000
陸炳杉	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=11,signal_30=11,windows_14=48h+7d,max_traffic=2000
雪隧	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=10000,derived_from=雪隧路況+雪隧車禍
電子菸	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=14,signal_30=14,windows_14=48h+7d,max_traffic=500
馬筱梅	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=2000
高允貞	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=100
高承睿	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=500
魔鷹	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-27,last_seen=2026-06-29,seen_days_30=3,signal_14=14,signal_30=14,windows_14=24h+48h+7d,max_traffic=500
魯辛	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=17,signal_30=17,windows_14=24h+48h+7d,max_traffic=1000,derived_from=道爾頓魯辛
黃世杰	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=5000
黃偉哲	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=3,signal_14=11,signal_30=11,windows_14=48h+7d,max_traffic=2000
黃智賢	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=500
黃立成	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-29,last_seen=2026-06-29,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=500
黃露蕙	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-28,seen_days_30=3,signal_14=9,signal_30=9,windows_14=7d,max_traffic=2000
黃韻玲	-2.1	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-28,last_seen=2026-06-28,seen_days_30=1,signal_14=6,signal_30=6,windows_14=24h+48h+7d,max_traffic=2000
鼎元	-1.9	chiakey-auto-hotwords-overlay,auto,google-trends,first_seen=2026-06-26,last_seen=2026-06-29,seen_days_30=4,signal_14=12,signal_30=12,windows_14=7d,max_traffic=1000
